

Output log file /home/scratch/sourabhbalgi/prj/man/code/./logs/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_electronics_dvd_0_target_ts.txt created
File used to run the experiment : /home/scratch/sourabhbalgi/prj/man/code/SB_lang_00_ts.py
Model files are stored in /home/scratch/sourabhbalgi/prj/man/code/./checkpoint/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_electronics_dvd_0_target_ts directory

Settings: absolute_base_path=/home/scratch/sourabhbalgi/prj/man/code, absolute_pyfile_path=/home/scratch/sourabhbalgi/prj/man/code/SB_lang_00_ts.py, args=Namespace(absolute_base_path='/home/scratch/sourabhbalgi/prj/man/code', absolute_pyfile_path='/home/scratch/sourabhbalgi/prj/man/code/SB_lang_00_ts.py', batch_size=128, buffer_size=600, ckpt_dir='/home/scratch/sourabhbalgi/prj/man/code/./checkpoint/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_electronics_dvd_0_target_ts', dataroot='./data/prep-amazon/amazon.pkl', epoch_size='target', exp='electronics_dvd', feature_num=5000, gpus='7', learning_rate=0.001, load_checkpoint='', log_file='/home/scratch/sourabhbalgi/prj/man/code/./logs/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_electronics_dvd_0_target_ts.txt', logs_dir='/home/scratch/sourabhbalgi/prj/man/code/./logs', lr_decay_period=30, lr_decay_rate=0.6318, lr_decay_type='geometric', n_test_samples=500, network_type='man', num_epochs=300, ramp=0, seed=1126, use_bn=False, use_drop=True, use_gumbel=False, use_sampler=True, weight_init='none', workers=2), batch_size=128, ckpt_dir=/home/scratch/sourabhbalgi/prj/man/code/./checkpoint/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_electronics_dvd_0_target_ts, dataroot=/home/scratch/sourabhbalgi/prj/man/code/./data/prep-amazon/amazon.pkl, epoch_size=target, exp=electronics_dvd, experiment=electronics_dvd, gpus=7, hostname=19_06_01_19_29_40, lambda_sal=0.0, lambda_ssl=0.0, lambda_sul=0.0, lambda_tal=0.0, lambda_tsl=1.0, lambda_tul=0.0, learning_rate=0.001, log_file=/home/scratch/sourabhbalgi/prj/man/code/./logs/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_electronics_dvd_0_target_ts.txt, log_num=0, logs_dir=/home/scratch/sourabhbalgi/prj/man/code/./logs, machinename=cl-gpusrv1.nis.csa.iisc.ac.in, num_epochs=300, ramp_sup_weight_in_list=[1.0], ramp_unsup_weight_in_list=[1.0], seed=1126, simul_train_src_tgt=True, timestamp=19_06_01_19_29_40, use_gpu=True, use_ramp_sup=False, use_ramp_unsup=False, use_sampler=True, workers=2
num_gpu: 1, GPU-ID: 7
current cuda device = 0
using cuda device = 0

SRC : ELECTRONICS: train: count=2000, test: count=5681
TGT : DVD: train: count=2000, test: count=3586

Number of classes : 2

Loaded  Source and Target data respectively

Using epoch_size : target
prior_src_train : tensor([0.4802, 0.5198], device='cuda:0')
prior_tgt_train : tensor([0.5229, 0.4771], device='cuda:0')

Building Network from MAN ...
Encoder : DataParallel(
  (module): Encoder(
    (net): Sequential(
      (f-linear-0): Linear(in_features=5000, out_features=1000, bias=True)
      (f-relu-0): ReLU()
      (f-linear-1): Linear(in_features=1000, out_features=500, bias=True)
      (f-relu-1): ReLU()
      (f-linear-final): Linear(in_features=500, out_features=128, bias=True)
      (f-relu-final): ReLU()
    )
  )
)
Classifier : DataParallel(
  (module): Classifier(
    (net): Sequential(
      (p-dropout-0): Dropout(p=0.5)
      (p-linear-final): Linear(in_features=128, out_features=2, bias=True)
    )
  )
)
Network Built ...

optimizerE : Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.5, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)
optimizerC : Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.5, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)

Training...
Note : Simultaneous training of source and target domains. No swapping after e epochs ...
Checkpoint directory to store files for current run : /home/scratch/sourabhbalgi/prj/man/code/./checkpoint/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_electronics_dvd_0_target_ts
**++ E:000/300 #B:015, t=000.10m, L=00.6177, ACC : S_TRN= 73.07%, T_TRN= 89.38%, S_TST= 74.69%, T_TST= 79.84%
  ++ E:001/300 #B:015, t=000.78m, L=00.2272, ACC : S_TRN= 75.00%, T_TRN= 95.21%, S_TST= 73.03%, T_TST= 81.48%
     E:126/300 #B:015, t=030.83m, L=00.0000, ACC : S_TRN= 74.06%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.54%
     E:127/300 #B:015, t=031.09m, L=00.0000, ACC : S_TRN= 73.91%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.54%
     E:128/300 #B:015, t=031.31m, L=00.0000, ACC : S_TRN= 71.72%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.54%
     E:129/300 #B:015, t=031.55m, L=00.0000, ACC : S_TRN= 73.54%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.54%
     E:130/300 #B:015, t=031.78m, L=00.0000, ACC : S_TRN= 73.39%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.54%
     E:131/300 #B:015, t=032.01m, L=00.0000, ACC : S_TRN= 71.82%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.48%
     E:132/300 #B:015, t=032.24m, L=00.0000, ACC : S_TRN= 73.39%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.48%
     E:133/300 #B:015, t=032.47m, L=00.0000, ACC : S_TRN= 73.44%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:134/300 #B:015, t=032.69m, L=00.0000, ACC : S_TRN= 75.05%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:135/300 #B:015, t=032.96m, L=00.0000, ACC : S_TRN= 72.40%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:136/300 #B:015, t=033.15m, L=00.0000, ACC : S_TRN= 75.26%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:137/300 #B:015, t=033.40m, L=00.0000, ACC : S_TRN= 73.02%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:138/300 #B:015, t=033.64m, L=00.0000, ACC : S_TRN= 73.12%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:139/300 #B:015, t=033.87m, L=00.0000, ACC : S_TRN= 76.67%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:140/300 #B:015, t=034.10m, L=00.0000, ACC : S_TRN= 74.58%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:141/300 #B:015, t=034.36m, L=00.0000, ACC : S_TRN= 72.60%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:142/300 #B:015, t=034.60m, L=00.0000, ACC : S_TRN= 73.07%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:143/300 #B:015, t=034.85m, L=00.0000, ACC : S_TRN= 72.08%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:144/300 #B:015, t=035.11m, L=00.0000, ACC : S_TRN= 74.27%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:145/300 #B:015, t=035.36m, L=00.0000, ACC : S_TRN= 73.49%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:146/300 #B:015, t=035.58m, L=00.0000, ACC : S_TRN= 73.02%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:147/300 #B:015, t=035.80m, L=00.0000, ACC : S_TRN= 73.07%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:148/300 #B:015, t=036.02m, L=00.0000, ACC : S_TRN= 75.42%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:149/300 #B:015, t=036.23m, L=00.0000, ACC : S_TRN= 74.69%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:150/300 #B:015, t=036.44m, L=00.0000, ACC : S_TRN= 73.85%, T_TRN= 100.00%, S_TST= 73.63%, T_TST= 81.46%
     E:151/300 #B:015, t=036.67m, L=00.0000, ACC : S_TRN= 72.97%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.46%
     E:152/300 #B:015, t=036.93m, L=00.0000, ACC : S_TRN= 72.92%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:153/300 #B:015, t=037.18m, L=00.0000, ACC : S_TRN= 73.85%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.48%
     E:154/300 #B:015, t=037.43m, L=00.0000, ACC : S_TRN= 73.33%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.48%
     E:155/300 #B:015, t=037.66m, L=00.0000, ACC : S_TRN= 73.02%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.48%
     E:156/300 #B:015, t=037.87m, L=00.0000, ACC : S_TRN= 74.38%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.48%
     E:157/300 #B:015, t=038.11m, L=00.0000, ACC : S_TRN= 72.29%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.48%
     E:158/300 #B:015, t=038.35m, L=00.0000, ACC : S_TRN= 73.44%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.46%
     E:159/300 #B:015, t=038.57m, L=00.0000, ACC : S_TRN= 72.40%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.46%
     E:160/300 #B:015, t=038.78m, L=00.0000, ACC : S_TRN= 73.65%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.48%
     E:161/300 #B:015, t=039.02m, L=00.0000, ACC : S_TRN= 72.97%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.48%
     E:162/300 #B:015, t=039.24m, L=00.0000, ACC : S_TRN= 75.21%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:163/300 #B:015, t=039.47m, L=00.0000, ACC : S_TRN= 71.88%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:164/300 #B:015, t=039.70m, L=00.0000, ACC : S_TRN= 73.85%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:165/300 #B:015, t=039.93m, L=00.0000, ACC : S_TRN= 74.74%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:166/300 #B:015, t=040.18m, L=00.0000, ACC : S_TRN= 72.19%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:167/300 #B:015, t=040.38m, L=00.0000, ACC : S_TRN= 71.77%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:168/300 #B:015, t=040.62m, L=00.0000, ACC : S_TRN= 74.53%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:169/300 #B:015, t=040.84m, L=00.0000, ACC : S_TRN= 72.55%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.51%
     E:170/300 #B:015, t=041.07m, L=00.0000, ACC : S_TRN= 73.28%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.51%
     E:171/300 #B:015, t=041.31m, L=00.0000, ACC : S_TRN= 74.01%, T_TRN= 100.00%, S_TST= 73.65%, T_TST= 81.46%
     E:172/300 #B:015, t=041.54m, L=00.0000, ACC : S_TRN= 73.28%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.51%
     E:173/300 #B:015, t=041.79m, L=00.0000, ACC : S_TRN= 72.97%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.51%
     E:174/300 #B:015, t=042.01m, L=00.0000, ACC : S_TRN= 73.39%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.51%
     E:175/300 #B:015, t=042.26m, L=00.0000, ACC : S_TRN= 73.49%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.51%
     E:176/300 #B:015, t=042.50m, L=00.0000, ACC : S_TRN= 72.71%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:177/300 #B:015, t=042.72m, L=00.0000, ACC : S_TRN= 73.18%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:178/300 #B:015, t=042.99m, L=00.0000, ACC : S_TRN= 72.66%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:179/300 #B:015, t=043.22m, L=00.0000, ACC : S_TRN= 73.28%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:180/300 #B:015, t=043.43m, L=00.0000, ACC : S_TRN= 74.90%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:181/300 #B:015, t=043.64m, L=00.0000, ACC : S_TRN= 74.32%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:182/300 #B:015, t=043.87m, L=00.0000, ACC : S_TRN= 74.06%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:183/300 #B:015, t=044.11m, L=00.0000, ACC : S_TRN= 73.59%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:184/300 #B:015, t=044.33m, L=00.0000, ACC : S_TRN= 72.97%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:185/300 #B:015, t=044.55m, L=00.0000, ACC : S_TRN= 73.54%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:186/300 #B:015, t=044.79m, L=00.0000, ACC : S_TRN= 72.29%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.51%
     E:187/300 #B:015, t=045.05m, L=00.0000, ACC : S_TRN= 73.70%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:188/300 #B:015, t=045.26m, L=00.0000, ACC : S_TRN= 72.24%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:189/300 #B:015, t=045.50m, L=00.0000, ACC : S_TRN= 74.74%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:190/300 #B:015, t=045.75m, L=00.0000, ACC : S_TRN= 74.06%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:191/300 #B:015, t=045.98m, L=00.0000, ACC : S_TRN= 73.28%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:192/300 #B:015, t=046.20m, L=00.0000, ACC : S_TRN= 74.53%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:193/300 #B:015, t=046.44m, L=00.0000, ACC : S_TRN= 72.66%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.51%
     E:194/300 #B:015, t=046.73m, L=00.0000, ACC : S_TRN= 73.02%, T_TRN= 100.00%, S_TST= 73.67%, T_TST= 81.51%
     E:195/300 #B:015, t=046.96m, L=00.0000, ACC : S_TRN= 72.34%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:196/300 #B:015, t=047.20m, L=00.0000, ACC : S_TRN= 74.01%, T_TRN= 100.00%, S_TST= 73.68%, T_TST= 81.51%
     E:197/300 #B:015, t=047.47m, L=00.0000, ACC : S_TRN= 73.12%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:198/300 #B:015, t=047.75m, L=00.0000, ACC : S_TRN= 72.76%, T_TRN= 100.00%, S_TST= 73.70%, T_TST= 81.48%
     E:199/300 #B:015, t=047.99m, L=00.0000, ACC : S_TRN= 70.83%, T_TRN= 100.00%, S_TST= 73.70%, T_TST= 81.51%
     E:200/300 #B:015, t=048.20m, L=00.0000, ACC : S_TRN= 74.17%, T_TRN= 100.00%, S_TST= 73.70%, T_TST= 81.51%
     E:201/300 #B:015, t=048.43m, L=00.0000, ACC : S_TRN= 72.66%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:202/300 #B:015, t=048.64m, L=00.0000, ACC : S_TRN= 72.55%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:203/300 #B:015, t=048.94m, L=00.0000, ACC : S_TRN= 73.39%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:204/300 #B:015, t=049.17m, L=00.0000, ACC : S_TRN= 72.81%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:205/300 #B:015, t=049.39m, L=00.0000, ACC : S_TRN= 73.49%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:206/300 #B:015, t=049.61m, L=00.0000, ACC : S_TRN= 73.80%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.54%
     E:207/300 #B:015, t=049.83m, L=00.0000, ACC : S_TRN= 72.45%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:208/300 #B:015, t=050.06m, L=00.0000, ACC : S_TRN= 73.28%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:209/300 #B:015, t=050.31m, L=00.0000, ACC : S_TRN= 74.06%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.48%
     E:210/300 #B:015, t=050.57m, L=00.0000, ACC : S_TRN= 73.70%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:211/300 #B:015, t=050.81m, L=00.0000, ACC : S_TRN= 73.80%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:212/300 #B:015, t=051.03m, L=00.0000, ACC : S_TRN= 74.06%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:213/300 #B:015, t=051.30m, L=00.0000, ACC : S_TRN= 73.85%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:214/300 #B:015, t=051.52m, L=00.0000, ACC : S_TRN= 73.96%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:215/300 #B:015, t=051.79m, L=00.0000, ACC : S_TRN= 72.76%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:216/300 #B:015, t=052.02m, L=00.0000, ACC : S_TRN= 75.05%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:217/300 #B:015, t=052.26m, L=00.0000, ACC : S_TRN= 75.05%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:218/300 #B:015, t=052.52m, L=00.0000, ACC : S_TRN= 74.11%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:219/300 #B:015, t=052.77m, L=00.0000, ACC : S_TRN= 71.93%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:220/300 #B:015, t=053.01m, L=00.0000, ACC : S_TRN= 72.60%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:221/300 #B:015, t=053.27m, L=00.0000, ACC : S_TRN= 72.76%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:222/300 #B:015, t=053.53m, L=00.0000, ACC : S_TRN= 72.55%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.54%
     E:223/300 #B:015, t=053.80m, L=00.0000, ACC : S_TRN= 73.28%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.54%
     E:224/300 #B:015, t=054.02m, L=00.0000, ACC : S_TRN= 73.75%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.51%
     E:225/300 #B:015, t=054.23m, L=00.0000, ACC : S_TRN= 73.96%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:226/300 #B:015, t=054.46m, L=00.0000, ACC : S_TRN= 75.52%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.54%
     E:227/300 #B:015, t=054.69m, L=00.0000, ACC : S_TRN= 73.96%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.54%
     E:228/300 #B:015, t=054.93m, L=00.0000, ACC : S_TRN= 74.11%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.54%
     E:229/300 #B:015, t=055.17m, L=00.0000, ACC : S_TRN= 73.96%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.54%
     E:230/300 #B:015, t=055.46m, L=00.0000, ACC : S_TRN= 72.55%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.54%
     E:231/300 #B:015, t=055.67m, L=00.0000, ACC : S_TRN= 74.06%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.54%
     E:232/300 #B:015, t=055.92m, L=00.0000, ACC : S_TRN= 73.02%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:233/300 #B:015, t=056.15m, L=00.0000, ACC : S_TRN= 74.95%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:234/300 #B:015, t=056.36m, L=00.0000, ACC : S_TRN= 72.66%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:235/300 #B:015, t=056.62m, L=00.0000, ACC : S_TRN= 73.59%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:236/300 #B:015, t=056.85m, L=00.0000, ACC : S_TRN= 74.32%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:237/300 #B:015, t=057.09m, L=00.0000, ACC : S_TRN= 72.45%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:238/300 #B:015, t=057.32m, L=00.0000, ACC : S_TRN= 71.98%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:239/300 #B:015, t=057.55m, L=00.0000, ACC : S_TRN= 73.49%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:240/300 #B:015, t=057.81m, L=00.0000, ACC : S_TRN= 74.11%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:241/300 #B:015, t=058.08m, L=00.0000, ACC : S_TRN= 74.01%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:242/300 #B:015, t=058.34m, L=00.0000, ACC : S_TRN= 73.07%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:243/300 #B:015, t=058.56m, L=00.0000, ACC : S_TRN= 74.17%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:244/300 #B:015, t=058.77m, L=00.0000, ACC : S_TRN= 72.71%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:245/300 #B:015, t=059.01m, L=00.0000, ACC : S_TRN= 74.01%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:246/300 #B:015, t=059.23m, L=00.0000, ACC : S_TRN= 72.14%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:247/300 #B:015, t=059.46m, L=00.0000, ACC : S_TRN= 73.49%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:248/300 #B:015, t=059.67m, L=00.0000, ACC : S_TRN= 74.01%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:249/300 #B:015, t=059.87m, L=00.0000, ACC : S_TRN= 73.59%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:250/300 #B:015, t=060.11m, L=00.0000, ACC : S_TRN= 73.96%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:251/300 #B:015, t=060.34m, L=00.0000, ACC : S_TRN= 73.59%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:252/300 #B:015, t=060.59m, L=00.0000, ACC : S_TRN= 73.75%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:253/300 #B:015, t=060.84m, L=00.0000, ACC : S_TRN= 72.24%, T_TRN= 100.00%, S_TST= 73.74%, T_TST= 81.57%
     E:254/300 #B:015, t=061.07m, L=00.0000, ACC : S_TRN= 71.98%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:255/300 #B:015, t=061.30m, L=00.0000, ACC : S_TRN= 74.43%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:256/300 #B:015, t=061.53m, L=00.0000, ACC : S_TRN= 72.24%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:257/300 #B:015, t=061.78m, L=00.0000, ACC : S_TRN= 74.17%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:258/300 #B:015, t=062.01m, L=00.0000, ACC : S_TRN= 73.12%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:259/300 #B:015, t=062.26m, L=00.0000, ACC : S_TRN= 73.49%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:260/300 #B:015, t=062.48m, L=00.0000, ACC : S_TRN= 72.50%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:261/300 #B:015, t=062.75m, L=00.0000, ACC : S_TRN= 72.55%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:262/300 #B:015, t=062.99m, L=00.0000, ACC : S_TRN= 72.08%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:263/300 #B:015, t=063.25m, L=00.0000, ACC : S_TRN= 73.33%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:264/300 #B:015, t=063.47m, L=00.0000, ACC : S_TRN= 72.29%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:265/300 #B:015, t=063.66m, L=00.0000, ACC : S_TRN= 73.33%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:266/300 #B:015, t=063.90m, L=00.0000, ACC : S_TRN= 74.53%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:267/300 #B:015, t=064.12m, L=00.0000, ACC : S_TRN= 74.48%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:268/300 #B:015, t=064.35m, L=00.0000, ACC : S_TRN= 73.44%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:269/300 #B:015, t=064.57m, L=00.0000, ACC : S_TRN= 73.18%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:270/300 #B:015, t=064.80m, L=00.0000, ACC : S_TRN= 72.60%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:271/300 #B:015, t=065.03m, L=00.0000, ACC : S_TRN= 73.75%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:272/300 #B:015, t=065.25m, L=00.0000, ACC : S_TRN= 73.96%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:273/300 #B:015, t=065.53m, L=00.0000, ACC : S_TRN= 72.81%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:274/300 #B:015, t=065.76m, L=00.0000, ACC : S_TRN= 72.86%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:275/300 #B:015, t=065.99m, L=00.0000, ACC : S_TRN= 74.06%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:276/300 #B:015, t=066.21m, L=00.0000, ACC : S_TRN= 73.65%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:277/300 #B:015, t=066.42m, L=00.0000, ACC : S_TRN= 74.74%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
     E:278/300 #B:015, t=066.67m, L=00.0000, ACC : S_TRN= 73.33%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.60%
     E:279/300 #B:015, t=066.88m, L=00.0000, ACC : S_TRN= 73.59%, T_TRN= 100.00%, S_TST= 73.72%, T_TST= 81.57%
